IdMulta;IdFalta;CodigoFalta;TipoFormato;NivelGravedad;IdTiempo;Anio;Mes;MultasImpuestas;ImporteImpuesto;ReincidenciaImpuesta
9162;226;M28;Papeleta de Tránsito;M;9;2022;9;1;552;0
9163;200;M16;Papeleta de Tránsito;M;5;2022;5;121;66792;0
9164;59;G18b;Papeleta de Tránsito;G;4;2022;4;13;4784;0
9165;181;M01;Papeleta de Tránsito;M;2;2022;2;1;4600;0
9166;183;M03;Papeleta de Tránsito;M;6;2022;6;1;2300;0
9167;183;M03;Papeleta de Tránsito;M;5;2022;5;1;2300;0
9168;151;G61;Papeleta de Tránsito;G;10;2022;10;6;2208;0
9169;225;M27;Papeleta de Tránsito;M;2;2022;2;3;6900;0
9170;232;M35;Papeleta de Tránsito;M;12;2022;12;6;3312;0
9171;217;M21;Papeleta de Tránsito;M;7;2022;7;1;552;0
9172;78;G31a;Papeleta de Tránsito;G;6;2022;6;151;55568;368
9173;242;M44;Video Papeleta;M;8;2022;8;15;8280;0
9174;38;G10;Papeleta de Tránsito;G;10;2022;10;4;1472;368
9175;156;G66;Papeleta de Tránsito;G;9;2022;9;2;736;0
9176;73;G29;Papeleta de Tránsito;G;12;2022;12;4;1472;0
9177;146;G58;Papeleta de Tránsito;G;1;2022;1;2;736;0
9178;183;M03;Papeleta de Tránsito;M;6;2022;6;1;2300;0
9179;181;M01;Papeleta de Tránsito;M;2;2022;2;1;4600;0
9180;44;G11;Video Papeleta;G;2;2022;2;1;368;0
9181;183;M03;Papeleta de Tránsito;M;3;2022;3;92;211600;0
9182;183;M03;Papeleta de Tránsito;M;5;2022;5;14;32200;0
9183;183;M03;Papeleta de Tránsito;M;8;2022;8;1;2300;0
9184;207;M18;Papeleta de Tránsito;M;4;2022;4;1;552;0
9185;44;G11;Video Papeleta;G;3;2022;3;4;1472;0
9186;183;M03;Papeleta de Tránsito;M;4;2022;4;1;2300;0
9187;181;M01;Papeleta de Tránsito;M;3;2022;3;1;4600;0
9188;32;G08;Papeleta de Tránsito;G;4;2022;4;4;1472;368
9189;62;G20;Papeleta de Tránsito;G;6;2022;6;1;368;0
9190;161;G72b;Papeleta de Tránsito;G;2;2022;2;1;368;0
9191;43;G11;Papeleta de Tránsito Electrónica;G;7;2022;7;54;19872;0
9192;183;M03;Papeleta de Tránsito;M;2;2022;2;3;6900;0
9193;52;G15;Papeleta de Tránsito;G;12;2022;12;3;1104;0
9194;74;G29;Video Papeleta;G;9;2022;9;3;1104;0
9195;109;G43;Video Papeleta;G;7;2022;7;1;368;0
9196;208;M19;Papeleta de Tránsito;M;7;2022;7;1;552;0
9197;90;G36;Papeleta de Tránsito;G;7;2022;7;1;368;0
9198;181;M01;Papeleta de Tránsito;M;3;2022;3;5;23000;0
9199;226;M28;Papeleta de Tránsito;M;12;2022;12;2;1104;0
9200;183;M03;Papeleta de Tránsito;M;4;2022;4;17;39100;0
9201;109;G43;Video Papeleta;G;11;2022;11;1;368;0
9202;183;M03;Papeleta de Tránsito;M;1;2022;1;1;2300;0
9203;146;G58;Papeleta de Tránsito;G;7;2022;7;13;4784;368
9204;49;G14;Papeleta de Tránsito;G;11;2022;11;1;368;0
9205;74;G29;Video Papeleta;G;5;2022;5;2;736;0
9206;182;M02;Papeleta de Tránsito;M;3;2022;3;1;2300;0
9207;120;G47;Video Papeleta;G;5;2022;5;6;2208;0
9208;183;M03;Papeleta de Tránsito;M;5;2022;5;1;2300;0
9209;146;G58;Papeleta de Tránsito;G;3;2022;3;11;4048;0
9210;171;L01;Papeleta de Tránsito Electrónica;L;7;2022;7;4;736;0
9211;97;G40;Video Papeleta;G;1;2022;1;1;368;0
9212;73;G29;Papeleta de Tránsito;G;12;2022;12;1;368;0
9213;225;M27;Papeleta de Tránsito;M;7;2022;7;34;78200;0
9214;183;M03;Papeleta de Tránsito;M;1;2022;1;1;2300;0
9215;95;G40;Papeleta de Tránsito;G;8;2022;8;1;368;0
9216;181;M01;Papeleta de Tránsito;M;2;2022;2;1;4600;0
9217;101;G41;Video Papeleta;G;12;2022;12;34;12512;0
9218;181;M01;Papeleta de Tránsito;M;8;2022;8;1;4600;0
9219;182;M02;Papeleta de Tránsito;M;4;2022;4;6;13800;0
9220;30;G07;Papeleta de Tránsito;G;11;2022;11;138;50784;1840
9221;77;G30;Video Papeleta;G;3;2022;3;2;736;0
9222;172;L01;Video Papeleta;L;4;2022;4;1;184;0
9223;182;M02;Papeleta de Tránsito;M;4;2022;4;8;18400;0
9224;182;M02;Papeleta de Tránsito;M;1;2022;1;2;4600;0
9225;214;M20c;Papeleta Electrónica;M;5;2022;5;3;6900;0
9226;183;M03;Papeleta de Tránsito;M;6;2022;6;1;2300;0
9227;44;G11;Video Papeleta;G;2;2022;2;3;1104;0
9228;172;L01;Video Papeleta;L;3;2022;3;1;184;0
9229;81;G32;Papeleta de Tránsito;G;3;2022;3;2;736;0
9230;185;M05;Papeleta de Tránsito;M;11;2022;11;1;2300;0
9231;146;G58;Papeleta de Tránsito;G;2;2022;2;2;736;0
9232;182;M02;Papeleta de Tránsito;M;3;2022;3;7;16100;2300
9233;34;G08;Video Papeleta;G;3;2022;3;4;1472;0
9234;34;G08;Video Papeleta;G;4;2022;4;9;3312;0
9235;38;G10;Papeleta de Tránsito;G;4;2022;4;1;368;0
9236;182;M02;Papeleta de Tránsito;M;5;2022;5;3;6900;2300
9237;146;G58;Papeleta de Tránsito;G;2;2022;2;1;368;0
9238;204;M17;Papeleta de Tránsito;M;2;2022;2;2;1104;0
9239;181;M01;Papeleta de Tránsito;M;3;2022;3;1;4600;0
9240;183;M03;Papeleta de Tránsito;M;7;2022;7;1;2300;0
9241;232;M35;Papeleta de Tránsito;M;5;2022;5;2;1104;0
9242;225;M27;Papeleta de Tránsito;M;8;2022;8;6;13800;0
9243;44;G11;Video Papeleta;G;6;2022;6;1;368;0
9244;26;G04;Video Papeleta;G;7;2022;7;3;1104;0
9245;55;G16;Papeleta de Tránsito;G;12;2022;12;1;368;0
9246;146;G58;Papeleta de Tránsito;G;6;2022;6;352;129536;4416
9247;181;M01;Papeleta de Tránsito;M;1;2022;1;1;4600;0
9248;34;G08;Video Papeleta;G;9;2022;9;1;368;0
9249;206;M17;Video Papeleta;M;5;2022;5;1;552;0
9250;181;M01;Papeleta de Tránsito;M;1;2022;1;2;9200;0
9251;183;M03;Papeleta de Tránsito;M;4;2022;4;8;18400;0
9252;59;G18b;Papeleta de Tránsito;G;9;2022;9;3;1104;0
9253;44;G11;Video Papeleta;G;3;2022;3;1;368;0
9254;61;G19;Papeleta de Tránsito;G;10;2022;10;95;34960;4784
9255;109;G43;Video Papeleta;G;1;2022;1;2;736;0
9256;157;G70;Papeleta de Tránsito;G;5;2022;5;1;368;0
9257;182;M02;Papeleta de Tránsito;M;3;2022;3;1;2300;0
9258;184;M04;Papeleta de Tránsito;M;1;2022;1;1;4600;0
9259;71;G28;Papeleta de Tránsito;G;9;2022;9;40;14720;1840
9260;217;M21;Papeleta de Tránsito;M;1;2022;1;1;552;0
9261;206;M17;Video Papeleta;M;1;2022;1;2;1104;0
9262;226;M28;Papeleta de Tránsito;M;5;2022;5;7;3864;0
9263;182;M02;Papeleta de Tránsito;M;1;2022;1;2;4600;0
9264;237;M40;Papeleta de Tránsito;M;4;2022;4;2;5110;0
9265;38;G10;Papeleta de Tránsito;G;3;2022;3;1;368;0
9266;225;M27;Papeleta de Tránsito;M;4;2022;4;9;20700;0
9267;237;M40;Papeleta de Tránsito;M;4;2022;4;6;19190;0
9268;172;L01;Video Papeleta;L;9;2022;9;2;368;0
9269;189;M07;Papeleta de Tránsito;M;3;2022;3;1;1104;0
9270;182;M02;Papeleta de Tránsito;M;6;2022;6;6;13800;0
9271;225;M27;Papeleta de Tránsito;M;6;2022;6;1;2300;0
9272;181;M01;Papeleta de Tránsito;M;4;2022;4;1;4600;0
9273;182;M02;Papeleta de Tránsito;M;4;2022;4;2;4600;0
9274;110;G44;Papeleta de Tránsito;G;7;2022;7;1;368;0
9275;139;G56;Papeleta de Tránsito;G;9;2022;9;1;368;0
9276;97;G40;Video Papeleta;G;2;2022;2;8;2944;0
9277;97;G40;Video Papeleta;G;1;2022;1;7;2576;0
9278;185;M05;Papeleta de Tránsito;M;1;2022;1;1;2300;0
9279;34;G08;Video Papeleta;G;6;2022;6;6;2208;0
9280;81;G32;Papeleta de Tránsito;G;5;2022;5;671;246928;16560
9281;185;M05;Papeleta de Tránsito;M;8;2022;8;1;2300;0
9282;52;G15;Papeleta de Tránsito;G;3;2022;3;1;368;0
9283;183;M03;Papeleta de Tránsito;M;1;2022;1;27;62100;0
9284;49;G14;Papeleta de Tránsito;G;9;2022;9;1;368;0
9285;217;M21;Papeleta de Tránsito;M;7;2022;7;8;4416;0
9286;236;M39;Papeleta de Tránsito;M;2;2022;2;1;0;0
9287;183;M03;Papeleta de Tránsito;M;8;2022;8;49;112700;0
9288;210;M20a;Papeleta Electrónica;M;3;2022;3;16;13248;0
9289;83;G32;Video Papeleta;G;2;2022;2;5;1840;0
9290;74;G29;Video Papeleta;G;4;2022;4;1;368;0
9291;83;G32;Video Papeleta;G;3;2022;3;10;3680;0
9292;181;M01;Papeleta de Tránsito;M;1;2022;1;1;4600;0
9293;28;G06;Papeleta de Tránsito;G;10;2022;10;6;2208;0
9294;183;M03;Papeleta de Tránsito;M;2;2022;2;1;2300;0
9295;183;M03;Papeleta de Tránsito;M;2;2022;2;3;6900;0
9296;181;M01;Papeleta de Tránsito;M;1;2022;1;1;4600;0
9297;241;M44;Papeleta de Tránsito;M;2;2022;2;1;552;0
9298;76;G30;Papeleta de Tránsito;G;2;2022;2;5;1840;0
9299;181;M01;Papeleta de Tránsito;M;9;2022;9;1;4600;0
9300;57;G17;Papeleta de Tránsito;G;10;2022;10;1;368;0
9301;181;M01;Papeleta de Tránsito;M;2;2022;2;1;4600;0
9302;204;M17;Papeleta de Tránsito;M;2;2022;2;1;552;0
9303;87;G34;Papeleta de Tránsito;G;3;2022;3;1;368;0
9304;89;G35;Papeleta de Tránsito;G;8;2022;8;1;368;0
9305;183;M03;Papeleta de Tránsito;M;5;2022;5;1;2300;0
9306;164;J01;Papeleta inf. y educativa peatonal-cicli./cond.VMP;L;5;2022;5;131;24104;0
9307;146;G58;Papeleta de Tránsito;G;9;2022;9;617;227056;11040
9308;183;M03;Papeleta de Tránsito;M;1;2022;1;4;9200;0
9309;185;M05;Papeleta de Tránsito;M;7;2022;7;1;2300;0
9310;57;G17;Papeleta de Tránsito;G;12;2022;12;1;368;0
9311;134;G54;Papeleta de Tránsito;G;4;2022;4;25;9200;0
9312;181;M01;Papeleta de Tránsito;M;2;2022;2;1;4600;0
9313;210;M20a;Papeleta Electrónica;M;6;2022;6;36;29808;0
9314;183;M03;Papeleta de Tránsito;M;5;2022;5;9;20700;0
9315;184;M04;Papeleta de Tránsito;M;6;2022;6;3;13800;0
9316;183;M03;Papeleta de Tránsito;M;2;2022;2;2;4600;0
9317;67;G25;Papeleta de Tránsito;G;4;2022;4;1;368;0
9318;184;M04;Papeleta de Tránsito;M;7;2022;7;5;23000;4600
9319;42;G11;Papeleta de Tránsito;G;5;2022;5;3;1104;0
9320;184;M04;Papeleta de Tránsito;M;2;2022;2;1;4600;0
9321;181;M01;Papeleta de Tránsito;M;5;2022;5;1;4600;0
9322;242;M44;Video Papeleta;M;1;2022;1;4;2208;0
9323;183;M03;Papeleta de Tránsito;M;3;2022;3;2;4600;0
9324;44;G11;Video Papeleta;G;3;2022;3;3;1104;0
9325;146;G58;Papeleta de Tránsito;G;2;2022;2;5;1840;0
9326;42;G11;Papeleta de Tránsito;G;6;2022;6;67;24656;1104
9327;182;M02;Papeleta de Tránsito;M;3;2022;3;1;2300;0
9328;225;M27;Papeleta de Tránsito;M;8;2022;8;1;2300;0
9329;207;M18;Papeleta de Tránsito;M;1;2022;1;35;19320;0
9330;35;G09;Papeleta de Tránsito;G;4;2022;4;25;9200;368
9331;20;G01;Papeleta de Tránsito;G;3;2022;3;8;2944;0
9332;105;G42;Video Papeleta;G;6;2022;6;1;368;0
9333;182;M02;Papeleta de Tránsito;M;6;2022;6;1;2300;0
9334;181;M01;Papeleta de Tránsito;M;6;2022;6;7;32200;0
9335;183;M03;Papeleta de Tránsito;M;3;2022;3;1;2300;0
9336;97;G40;Video Papeleta;G;3;2022;3;2;736;0
9337;109;G43;Video Papeleta;G;2;2022;2;2;736;0
9338;128;G50;Papeleta de Tránsito;G;6;2022;6;1;368;0
9339;49;G14;Papeleta de Tránsito;G;4;2022;4;15;5520;0
9340;44;G11;Video Papeleta;G;3;2022;3;166;61088;0
9341;39;G10;Papeleta de Tránsito Electrónica;G;6;2022;6;1;368;0
9342;181;M01;Papeleta de Tránsito;M;8;2022;8;1;4600;0
9343;174;L02;Video Papeleta;L;3;2022;3;1;230;0
9344;183;M03;Papeleta de Tránsito;M;4;2022;4;4;9200;0
9345;25;G04;Papeleta de Tránsito;G;5;2022;5;38;13984;0
9346;181;M01;Papeleta de Tránsito;M;1;2022;1;1;4600;0
9347;44;G11;Video Papeleta;G;1;2022;1;2;736;0
9348;233;M36;Papeleta de Tránsito;M;3;2022;3;1;552;0
9349;184;M04;Papeleta de Tránsito;M;2;2022;2;1;4600;0
9350;183;M03;Papeleta de Tránsito;M;5;2022;5;1;2300;0
9351;210;M20a;Papeleta Electrónica;M;9;2022;9;1;828;0
9352;34;G08;Video Papeleta;G;5;2022;5;4;1472;0
9353;181;M01;Papeleta de Tránsito;M;4;2022;4;1;4600;4600
9354;184;M04;Papeleta de Tránsito;M;1;2022;1;1;4600;0
9355;25;G04;Papeleta de Tránsito;G;5;2022;5;1;368;0
9356;185;M05;Papeleta de Tránsito;M;10;2022;10;1;2300;0
9357;103;G42;Papeleta de Tránsito;G;9;2022;9;9;3312;0
9358;218;M22;Papeleta de Tránsito;M;5;2022;5;1;552;0
9359;183;M03;Papeleta de Tránsito;M;2;2022;2;2;4600;0
9360;96;G40;Papeleta de Tránsito Electrónica;G;7;2022;7;2;736;0
9361;34;G08;Video Papeleta;G;9;2022;9;5;1840;0
9362;177;L05;Papeleta de Tránsito;L;2;2022;2;36;6624;0
9363;181;M01;Papeleta de Tránsito;M;4;2022;4;17;78200;0
9364;181;M01;Papeleta de Tránsito;M;7;2022;7;1;4600;0
9365;42;G11;Papeleta de Tránsito;G;10;2022;10;333;122544;6256
9366;77;G30;Video Papeleta;G;6;2022;6;1;368;0
9367;183;M03;Papeleta de Tránsito;M;2;2022;2;11;25300;0
9368;57;G17;Papeleta de Tránsito;G;12;2022;12;44;16192;368
9369;90;G36;Papeleta de Tránsito;G;11;2022;11;9;3312;0
9370;139;G56;Papeleta de Tránsito;G;5;2022;5;5;1840;368
9371;44;G11;Video Papeleta;G;2;2022;2;34;12512;0
9372;183;M03;Papeleta de Tránsito;M;5;2022;5;52;119600;0
9373;185;M05;Papeleta de Tránsito;M;6;2022;6;3;6900;0
9374;184;M04;Papeleta de Tránsito;M;1;2022;1;1;4600;0
9375;44;G11;Video Papeleta;G;1;2022;1;1;368;0
9376;34;G08;Video Papeleta;G;4;2022;4;2;736;0
9377;202;M16;Video Papeleta;M;3;2022;3;4;2208;0
9378;71;G28;Papeleta de Tránsito;G;7;2022;7;1;368;0
9379;90;G36;Papeleta de Tránsito;G;6;2022;6;7;2576;0
9380;183;M03;Papeleta de Tránsito;M;6;2022;6;2;4600;0
9381;204;M17;Papeleta de Tránsito;M;4;2022;4;254;140208;1656
9382;22;G02;Papeleta de Tránsito;G;4;2022;4;237;87216;1104
9383;44;G11;Video Papeleta;G;1;2022;1;101;37168;0
9384;42;G11;Papeleta de Tránsito;G;9;2022;9;622;228896;11776
9385;168;K01;Papeleta inf. y educativa peatonal-cicli./cond.VMP;M;4;2022;4;1;368;0
9386;182;M02;Papeleta de Tránsito;M;2;2022;2;2;4600;0
9387;183;M03;Papeleta de Tránsito;M;5;2022;5;6;13800;0
9388;182;M02;Papeleta de Tránsito;M;4;2022;4;1;2300;0
9389;71;G28;Papeleta de Tránsito;G;3;2022;3;4;1472;0
9390;181;M01;Papeleta de Tránsito;M;5;2022;5;2;9200;0
9391;182;M02;Papeleta de Tránsito;M;6;2022;6;2;4600;0
9392;184;M04;Papeleta de Tránsito;M;7;2022;7;3;13800;0
9393;180;L08;Papeleta de Tránsito;L;3;2022;3;16;2944;0
9394;185;M05;Papeleta de Tránsito;M;4;2022;4;1;2300;0
9395;44;G11;Video Papeleta;G;2;2022;2;4;1472;0
9396;89;G35;Papeleta de Tránsito;G;12;2022;12;8;2944;0
9397;38;G10;Papeleta de Tránsito;G;4;2022;4;414;152352;3312
9398;181;M01;Papeleta de Tránsito;M;8;2022;8;1;4600;0
9399;181;M01;Papeleta de Tránsito;M;6;2022;6;18;82800;0
9400;62;G20;Papeleta de Tránsito;G;1;2022;1;1;368;0
9401;214;M20c;Papeleta Electrónica;M;6;2022;6;6;13800;0
9402;154;G64;Papeleta de Tránsito;G;2;2022;2;5;1840;0
9403;184;M04;Papeleta de Tránsito;M;6;2022;6;2;9200;0
9404;22;G02;Papeleta de Tránsito;G;3;2022;3;1;368;0
9405;181;M01;Papeleta de Tránsito;M;5;2022;5;3;13800;0
9406;49;G14;Papeleta de Tránsito;G;8;2022;8;85;31280;5152
9407;40;G10;Video Papeleta;G;7;2022;7;5;1840;0
9408;120;G47;Video Papeleta;G;1;2022;1;1;368;0
9409;67;G25;Papeleta de Tránsito;G;3;2022;3;34;12512;0
9410;83;G32;Video Papeleta;G;5;2022;5;3;1104;0
9411;97;G40;Video Papeleta;G;3;2022;3;5;1840;0
9412;44;G11;Video Papeleta;G;6;2022;6;36;13248;0
9413;179;L07;Papeleta de Tránsito;L;2;2022;2;3;552;0
9414;28;G06;Papeleta de Tránsito;G;11;2022;11;4;1472;0
9415;73;G29;Papeleta de Tránsito;G;5;2022;5;11;4048;0
9416;181;M01;Papeleta de Tránsito;M;3;2022;3;2;9200;0
9417;40;G10;Video Papeleta;G;3;2022;3;3;1104;0
9418;73;G29;Papeleta de Tránsito;G;3;2022;3;2;736;0
9419;165;J02;Papeleta de Tránsito;L;6;2022;6;1;92;0
9420;208;M19;Papeleta de Tránsito;M;11;2022;11;9;4968;0
9421;73;G29;Papeleta de Tránsito;G;6;2022;6;3;1104;0
9422;73;G29;Papeleta de Tránsito;G;4;2022;4;1;368;0
9423;181;M01;Papeleta de Tránsito;M;2;2022;2;1;4600;0
9424;146;G58;Papeleta de Tránsito;G;2;2022;2;27;9936;0
9425;179;L07;Papeleta de Tránsito;L;10;2022;10;4;736;368
9426;182;M02;Papeleta de Tránsito;M;3;2022;3;1;2300;0
9427;134;G54;Papeleta de Tránsito;G;8;2022;8;4;1472;0
9428;145;G57;Video Papeleta;G;6;2022;6;2;736;0
9429;184;M04;Papeleta de Tránsito;M;9;2022;9;10;46000;13800
9430;40;G10;Video Papeleta;G;8;2022;8;2;736;0
9431;44;G11;Video Papeleta;G;5;2022;5;1;368;0
9432;207;M18;Papeleta de Tránsito;M;7;2022;7;345;190440;5520
9433;146;G58;Papeleta de Tránsito;G;9;2022;9;1;368;0
9434;181;M01;Papeleta de Tránsito;M;4;2022;4;15;69000;0
9435;200;M16;Papeleta de Tránsito;M;3;2022;3;7;3864;0
9436;207;M18;Papeleta de Tránsito;M;4;2022;4;3;1656;552
9437;130;G51;Papeleta de Tránsito;G;6;2022;6;4;1472;0
9438;146;G58;Papeleta de Tránsito;G;8;2022;8;9;3312;0
9439;183;M03;Papeleta de Tránsito;M;5;2022;5;6;13800;0
9440;118;G47;Papeleta de Tránsito;G;6;2022;6;1;368;0
9441;97;G40;Video Papeleta;G;4;2022;4;29;10672;0
9442;118;G47;Papeleta de Tránsito;G;7;2022;7;23;8464;5520
9443;202;M16;Video Papeleta;M;8;2022;8;2;1104;0
9444;182;M02;Papeleta de Tránsito;M;7;2022;7;4;9200;0
9445;120;G47;Video Papeleta;G;2;2022;2;149;54832;0
9446;182;M02;Papeleta de Tránsito;M;1;2022;1;1;2300;0
9447;181;M01;Papeleta de Tránsito;M;4;2022;4;1;4600;0
9448;34;G08;Video Papeleta;G;7;2022;7;1;368;0
9449;146;G58;Papeleta de Tránsito;G;3;2022;3;7;2576;0
9450;222;M24;Papeleta de Tránsito;M;9;2022;9;10;5520;0
9451;30;G07;Papeleta de Tránsito;G;5;2022;5;1;368;0
9452;182;M02;Papeleta de Tránsito;M;1;2022;1;1;2300;0
9453;176;L04;Papeleta de Tránsito;L;4;2022;4;9;1656;0
9454;183;M03;Papeleta de Tránsito;M;8;2022;8;10;23000;0
9455;192;M10;Papeleta de Tránsito;M;2;2022;2;1;552;0
9456;182;M02;Papeleta de Tránsito;M;5;2022;5;1;2300;0
9457;183;M03;Papeleta de Tránsito;M;7;2022;7;2;4600;0
9458;200;M16;Papeleta de Tránsito;M;3;2022;3;13;7176;0
9459;49;G14;Papeleta de Tránsito;G;7;2022;7;1;368;0
9460;83;G32;Video Papeleta;G;3;2022;3;9;3312;0
9461;184;M04;Papeleta de Tránsito;M;3;2022;3;3;13800;0
9462;177;L05;Papeleta de Tránsito;L;4;2022;4;1;184;0
9463;181;M01;Papeleta de Tránsito;M;6;2022;6;8;36800;0
9464;182;M02;Papeleta de Tránsito;M;8;2022;8;76;174800;4600
9465;89;G35;Papeleta de Tránsito;G;7;2022;7;1;368;0
9466;202;M16;Video Papeleta;M;12;2022;12;5;2760;0
9467;97;G40;Video Papeleta;G;5;2022;5;356;131008;0
9468;182;M02;Papeleta de Tránsito;M;7;2022;7;24;55200;0
9469;217;M21;Papeleta de Tránsito;M;5;2022;5;1;552;0
9470;73;G29;Papeleta de Tránsito;G;4;2022;4;4;1472;0
9471;97;G40;Video Papeleta;G;7;2022;7;30;11040;0
9472;44;G11;Video Papeleta;G;7;2022;7;4;1472;0
9473;25;G04;Papeleta de Tránsito;G;8;2022;8;1;368;0
9474;214;M20c;Papeleta Electrónica;M;8;2022;8;1;2300;0
9475;237;M40;Papeleta de Tránsito;M;3;2022;3;1;2830;0
9476;27;G05;Papeleta de Tránsito;G;5;2022;5;1;368;0
9477;146;G58;Papeleta de Tránsito;G;6;2022;6;6;2208;0
9478;226;M28;Papeleta de Tránsito;M;4;2022;4;4;2208;0
9479;182;M02;Papeleta de Tránsito;M;5;2022;5;6;13800;0
9480;183;M03;Papeleta de Tránsito;M;6;2022;6;1;2300;0
9481;183;M03;Papeleta de Tránsito;M;7;2022;7;31;71300;0
9482;181;M01;Papeleta de Tránsito;M;8;2022;8;12;55200;0
9483;182;M02;Papeleta de Tránsito;M;2;2022;2;1;2300;0
9484;182;M02;Papeleta de Tránsito;M;3;2022;3;2;4600;0
9485;49;G14;Papeleta de Tránsito;G;4;2022;4;1;368;0
9486;225;M27;Papeleta de Tránsito;M;1;2022;1;1;2300;0
9487;154;G64;Papeleta de Tránsito;G;6;2022;6;2;736;0
9488;74;G29;Video Papeleta;G;1;2022;1;1;368;0
9489;183;M03;Papeleta de Tránsito;M;1;2022;1;1;2300;0
9490;57;G17;Papeleta de Tránsito;G;3;2022;3;33;12144;368
9491;182;M02;Papeleta de Tránsito;M;3;2022;3;1;2300;0
9492;26;G04;Video Papeleta;G;1;2022;1;4;1472;0
9493;97;G40;Video Papeleta;G;9;2022;9;97;35696;0
9494;130;G51;Papeleta de Tránsito;G;3;2022;3;1;368;0
9495;22;G02;Papeleta de Tránsito;G;4;2022;4;10;3680;0
9496;26;G04;Video Papeleta;G;4;2022;4;2;736;0
9497;206;M17;Video Papeleta;M;5;2022;5;2;1104;0
9498;182;M02;Papeleta de Tránsito;M;1;2022;1;1;2300;0
9499;179;L07;Papeleta de Tránsito;L;5;2022;5;1;184;0
9500;184;M04;Papeleta de Tránsito;M;4;2022;4;3;13800;0
9501;182;M02;Papeleta de Tránsito;M;2;2022;2;1;2300;0
9502;62;G20;Papeleta de Tránsito;G;11;2022;11;4;1472;0
9503;181;M01;Papeleta de Tránsito;M;1;2022;1;1;4600;0
9504;183;M03;Papeleta de Tránsito;M;3;2022;3;4;9200;0
9505;134;G54;Papeleta de Tránsito;G;7;2022;7;32;11776;0
9506;226;M28;Papeleta de Tránsito;M;6;2022;6;4;2208;0
9507;120;G47;Video Papeleta;G;2;2022;2;22;8096;0
9508;90;G36;Papeleta de Tránsito;G;1;2022;1;1;368;0
9509;101;G41;Video Papeleta;G;2;2022;2;11;4048;0
9510;64;G22;Papeleta de Tránsito;G;2;2022;2;1;368;0
9511;183;M03;Papeleta de Tránsito;M;6;2022;6;2;4600;0
9512;182;M02;Papeleta de Tránsito;M;5;2022;5;1;2300;0
9513;183;M03;Papeleta de Tránsito;M;1;2022;1;9;20700;0
9514;182;M02;Papeleta de Tránsito;M;2;2022;2;7;16100;0
9515;42;G11;Papeleta de Tránsito;G;4;2022;4;3;1104;0
9516;73;G29;Papeleta de Tránsito;G;7;2022;7;6;2208;368
9517;181;M01;Papeleta de Tránsito;M;7;2022;7;2;9200;0
9518;204;M17;Papeleta de Tránsito;M;10;2022;10;107;59064;0
9519;184;M04;Papeleta de Tránsito;M;7;2022;7;2;9200;0
9520;183;M03;Papeleta de Tránsito;M;4;2022;4;1;2300;0
9521;240;M43;Papeleta de Tránsito;M;2;2022;2;1;552;0
9522;234;M37;Papeleta de Tránsito;M;4;2022;4;1;0;0
9523;49;G14;Papeleta de Tránsito;G;4;2022;4;252;92736;5888
9524;71;G28;Papeleta de Tránsito;G;1;2022;1;44;16192;1104
9525;200;M16;Papeleta de Tránsito;M;4;2022;4;105;57960;552
9526;177;L05;Papeleta de Tránsito;L;9;2022;9;63;11592;0
9527;182;M02;Papeleta de Tránsito;M;3;2022;3;1;2300;0
9528;167;J03;Papeleta inf. y educativa peatonal-cicli./cond.VMP;L;5;2022;5;5;115;0
9529;207;M18;Papeleta de Tránsito;M;7;2022;7;98;54096;3864
9530;42;G11;Papeleta de Tránsito;G;11;2022;11;2;736;0
9531;204;M17;Papeleta de Tránsito;M;2;2022;2;17;9384;0
9532;109;G43;Video Papeleta;G;10;2022;10;3;1104;0
9533;206;M17;Video Papeleta;M;2;2022;2;2;1104;0
9534;61;G19;Papeleta de Tránsito;G;9;2022;9;1;368;368
9535;81;G32;Papeleta de Tránsito;G;4;2022;4;1;368;0
9536;182;M02;Papeleta de Tránsito;M;6;2022;6;1;2300;0
9537;40;G10;Video Papeleta;G;4;2022;4;2;736;0
9538;183;M03;Papeleta de Tránsito;M;4;2022;4;1;2300;0
9539;212;M20b;Papeleta Electrónica;M;5;2022;5;1;1104;0
9540;193;M11;Papeleta de Tránsito;M;12;2022;12;3;1656;0
9541;210;M20a;Papeleta Electrónica;M;3;2022;3;1;828;0
9542;207;M18;Papeleta de Tránsito;M;6;2022;6;3;1656;0
9543;32;G08;Papeleta de Tránsito;G;7;2022;7;2;736;368
9544;200;M16;Papeleta de Tránsito;M;2;2022;2;64;35328;0
9545;146;G58;Papeleta de Tránsito;G;7;2022;7;229;84272;3312
9546;78;G31a;Papeleta de Tránsito;G;5;2022;5;1;368;0
9547;185;M05;Papeleta de Tránsito;M;6;2022;6;3;6900;0
9548;44;G11;Video Papeleta;G;1;2022;1;226;83168;0
9549;22;G02;Papeleta de Tránsito;G;4;2022;4;2;736;0
9550;20;G01;Papeleta de Tránsito;G;7;2022;7;19;6992;0
9551;183;M03;Papeleta de Tránsito;M;3;2022;3;4;9200;0
9552;239;M42;Papeleta de Tránsito;M;6;2022;6;3;690;0
9553;237;M40;Papeleta de Tránsito;M;4;2022;4;1;5460;0
9554;44;G11;Video Papeleta;G;4;2022;4;320;117760;0
9555;184;M04;Papeleta de Tránsito;M;1;2022;1;1;4600;0
9556;182;M02;Papeleta de Tránsito;M;6;2022;6;37;85100;4600
