IdMulta;IdFalta;CodigoFalta;TipoFormato;NivelGravedad;IdTiempo;Anio;Mes;MultasImpuestas;ImporteImpuesto;ReincidenciaImpuesta
32916;29;G07;Papeleta Electrónica;G;30;2024;6;1;412;0
32917;183;M03;Papeleta de Tránsito;M;27;2024;3;2;5150;0
32918;71;G28;Papeleta de Tránsito;G;27;2024;3;1;412;0
32919;61;G19;Papeleta de Tránsito;G;27;2024;3;4;1648;824
32920;142;G57;Papeleta Electrónica;G;25;2024;1;2;824;0
32921;170;L01;Papeleta de Tránsito;L;27;2024;3;1;206;0
32922;71;G28;Papeleta de Tránsito;G;25;2024;1;22;9064;0
32923;63;G21;Papeleta de Tránsito;G;31;2024;7;9;3708;0
32924;143;G57;Papeleta de Tránsito;G;25;2024;1;2;824;412
32925;178;L06;Papeleta de Tránsito;L;27;2024;3;3;618;0
32926;143;G57;Papeleta de Tránsito;G;28;2024;4;133;54796;2472
32927;98;G41;Papeleta Electrónica;G;30;2024;6;1;412;0
32928;28;G06;Papeleta de Tránsito;G;30;2024;6;1;412;0
32929;22;G02;Papeleta de Tránsito;G;26;2024;2;1;412;0
32930;170;L01;Papeleta de Tránsito;L;27;2024;3;40;8240;412
32931;41;G11;Papeleta Electrónica;G;29;2024;5;1;412;0
32932;73;G29;Papeleta de Tránsito;G;28;2024;4;1;412;0
32933;183;M03;Papeleta de Tránsito;M;28;2024;4;70;180250;2575
32934;170;L01;Papeleta de Tránsito;L;31;2024;7;1;206;206
32935;31;G08;Papeleta Electrónica;G;25;2024;1;1;412;0
32936;217;M21;Papeleta de Tránsito;M;26;2024;2;3;1854;0
32937;23;G03;Papeleta de Tránsito;G;25;2024;1;1;412;0
32938;73;G29;Papeleta de Tránsito;G;30;2024;6;3;1236;0
32939;60;G19;Papeleta Electrónica;G;25;2024;1;1;412;0
32940;207;M18;Papeleta de Tránsito;M;27;2024;3;2;1236;0
32941;180;L08;Papeleta de Tránsito;L;31;2024;7;6;1236;0
32942;182;M02;Papeleta de Tránsito;M;25;2024;1;12;30900;0
32943;138;G56;Papeleta Electrónica;G;25;2024;1;1;412;0
32944;38;G10;Papeleta de Tránsito;G;30;2024;6;2;824;0
32945;116;G46;Video Papeleta;G;33;2024;9;16;6592;412
32946;237;M40;Papeleta de Tránsito;M;25;2024;1;4;11112.5;0
32947;105;G42;Video Papeleta;G;29;2024;5;1;412;0
32948;181;M01;Papeleta de Tránsito;M;30;2024;6;1;5150;0
32949;41;G11;Papeleta Electrónica;G;29;2024;5;1;412;0
32950;176;L04;Papeleta de Tránsito;L;25;2024;1;7;1442;0
32951;97;G40;Video Papeleta;G;26;2024;2;1;412;0
32952;71;G28;Papeleta de Tránsito;G;32;2024;8;2;824;412
32953;225;M27;Papeleta de Tránsito;M;27;2024;3;1;2575;0
32954;25;G04;Papeleta de Tránsito;G;34;2024;10;88;36256;0
32955;204;M17;Papeleta de Tránsito;M;25;2024;1;2;1236;0
32956;79;G31b;Papeleta de Tránsito;G;35;2024;11;1;412;0
32957;208;M19;Papeleta de Tránsito;M;32;2024;8;1;618;0
32958;182;M02;Papeleta de Tránsito;M;26;2024;2;6;15450;0
32959;37;G10;Papeleta Electrónica;G;28;2024;4;3;1236;0
32960;38;G10;Papeleta de Tránsito;G;33;2024;9;1;412;0
32961;41;G11;Papeleta Electrónica;G;25;2024;1;1;412;0
32962;49;G14;Papeleta de Tránsito;G;26;2024;2;1;412;412
32963;71;G28;Papeleta de Tránsito;G;25;2024;1;1;412;0
32964;117;G47;Papeleta Electrónica;G;29;2024;5;3;1236;0
32965;118;G47;Papeleta de Tránsito;G;25;2024;1;1;412;0
32966;153;G63;Papeleta de Tránsito;G;25;2024;1;2;824;0
32967;114;G46;Papeleta de Tránsito;G;29;2024;5;3;1236;0
32968;71;G28;Papeleta de Tránsito;G;28;2024;4;7;2884;1236
32969;97;G40;Video Papeleta;G;28;2024;4;2;824;0
32970;85;G33;Papeleta de Tránsito;G;27;2024;3;2;824;0
32971;143;G57;Papeleta de Tránsito;G;28;2024;4;133;54796;7416
32972;149;G60;Papeleta de Tránsito;G;29;2024;5;1;412;0
32973;180;L08;Papeleta de Tránsito;L;33;2024;9;36;7416;0
32974;28;G06;Papeleta de Tránsito;G;30;2024;6;1;412;0
32975;183;M03;Papeleta de Tránsito;M;26;2024;2;15;38625;0
32976;78;G31a;Papeleta de Tránsito;G;31;2024;7;47;19364;412
32977;71;G28;Papeleta de Tránsito;G;25;2024;1;1;412;0
32978;48;G14;Papeleta Electrónica;G;26;2024;2;3;1236;0
32979;85;G33;Papeleta de Tránsito;G;26;2024;2;2;824;0
32980;184;M04;Papeleta de Tránsito;M;30;2024;6;9;46350;25750
32981;59;G18b;Papeleta de Tránsito;G;33;2024;9;4;1648;0
32982;176;L04;Papeleta de Tránsito;L;29;2024;5;6;1236;1030
32983;75;G30;Papeleta Electrónica;G;27;2024;3;2;824;0
32984;204;M17;Papeleta de Tránsito;M;31;2024;7;22;13596;0
32985;182;M02;Papeleta de Tránsito;M;29;2024;5;1;2575;0
32986;28;G06;Papeleta de Tránsito;G;34;2024;10;29;11948;0
32987;97;G40;Video Papeleta;G;29;2024;5;4;1648;412
32988;200;M16;Papeleta de Tránsito;M;28;2024;4;4;2472;0
32989;177;L05;Papeleta de Tránsito;L;25;2024;1;3;618;0
32990;71;G28;Papeleta de Tránsito;G;28;2024;4;1;412;0
32991;226;M28;Papeleta de Tránsito;M;25;2024;1;1;618;0
32992;146;G58;Papeleta de Tránsito;G;28;2024;4;1;412;0
32993;143;G57;Papeleta de Tránsito;G;26;2024;2;2;824;0
32994;120;G47;Video Papeleta;G;29;2024;5;68;28016;3708
32995;52;G15;Papeleta de Tránsito;G;32;2024;8;3;1236;412
32996;73;G29;Papeleta de Tránsito;G;31;2024;7;1;412;0
32997;61;G19;Papeleta de Tránsito;G;26;2024;2;1;412;0
32998;181;M01;Papeleta de Tránsito;M;31;2024;7;2;10300;0
32999;226;M28;Papeleta de Tránsito;M;32;2024;8;1;618;0
33000;117;G47;Papeleta Electrónica;G;27;2024;3;2;824;0
33001;178;L06;Papeleta de Tránsito;L;26;2024;2;3;618;0
33002;214;M20c;Papeleta Electrónica;M;27;2024;3;1;2575;0
33003;35;G09;Papeleta de Tránsito;G;29;2024;5;1;412;0
33004;73;G29;Papeleta de Tránsito;G;30;2024;6;40;16480;412
33005;38;G10;Papeleta de Tránsito;G;32;2024;8;150;61800;15656
33006;44;G11;Video Papeleta;G;28;2024;4;4;1648;412
33007;61;G19;Papeleta de Tránsito;G;29;2024;5;2;824;0
33008;42;G11;Papeleta de Tránsito;G;27;2024;3;75;30900;1648
33009;222;M24;Papeleta de Tránsito;M;28;2024;4;3;1854;0
33010;59;G18b;Papeleta de Tránsito;G;32;2024;8;3;1236;0
33011;222;M24;Papeleta de Tránsito;M;28;2024;4;1;618;0
33012;61;G19;Papeleta de Tránsito;G;29;2024;5;2;824;412
33013;138;G56;Papeleta Electrónica;G;26;2024;2;1;412;0
33014;63;G21;Papeleta de Tránsito;G;28;2024;4;1;412;0
33015;22;G02;Papeleta de Tránsito;G;30;2024;6;2;824;0
33016;208;M19;Papeleta de Tránsito;M;31;2024;7;3;1854;0
33017;49;G14;Papeleta de Tránsito;G;30;2024;6;81;33372;10712
33018;118;G47;Papeleta de Tránsito;G;27;2024;3;3;1236;0
33019;210;M20a;Papeleta Electrónica;M;27;2024;3;2;1854;0
33020;176;L04;Papeleta de Tránsito;L;26;2024;2;3;618;0
33021;182;M02;Papeleta de Tránsito;M;29;2024;5;1;2575;0
33022;143;G57;Papeleta de Tránsito;G;36;2024;12;39;16068;3708
33023;41;G11;Papeleta Electrónica;G;31;2024;7;1;412;0
33024;232;M35;Papeleta de Tránsito;M;26;2024;2;1;618;0
33025;117;G47;Papeleta Electrónica;G;25;2024;1;1;412;412
33026;117;G47;Papeleta Electrónica;G;26;2024;2;325;133900;7828
33027;151;G61;Papeleta de Tránsito;G;35;2024;11;3;1236;412
33028;210;M20a;Papeleta Electrónica;M;27;2024;3;44;40788;927
33029;32;G08;Papeleta de Tránsito;G;29;2024;5;1;412;0
33030;183;M03;Papeleta de Tránsito;M;28;2024;4;2;5150;0
33031;95;G40;Papeleta de Tránsito;G;28;2024;4;2;824;412
33032;234;M37;Papeleta de Tránsito;M;30;2024;6;1;0;0
33033;48;G14;Papeleta Electrónica;G;27;2024;3;1;412;0
33034;225;M27;Papeleta de Tránsito;M;28;2024;4;4;10300;0
33035;204;M17;Papeleta de Tránsito;M;28;2024;4;1;618;0
33036;182;M02;Papeleta de Tránsito;M;25;2024;1;7;18025;0
33037;183;M03;Papeleta de Tránsito;M;25;2024;1;15;38625;0
33038;61;G19;Papeleta de Tránsito;G;25;2024;1;18;7416;824
33039;143;G57;Papeleta de Tránsito;G;26;2024;2;26;10712;1236
33040;183;M03;Papeleta de Tránsito;M;35;2024;11;1;2575;0
33041;148;G59;Papeleta de Tránsito;G;27;2024;3;1;412;0
33042;30;G07;Papeleta de Tránsito;G;27;2024;3;1;412;0
33043;81;G32;Papeleta de Tránsito;G;25;2024;1;1;412;0
33044;177;L05;Papeleta de Tránsito;L;25;2024;1;1;206;206
33045;217;M21;Papeleta de Tránsito;M;29;2024;5;2;1236;0
33046;173;L02;Papeleta de Tránsito;L;33;2024;9;4;1030;0
33047;182;M02;Papeleta de Tránsito;M;25;2024;1;1;2575;0
33048;155;G65;Papeleta de Tránsito;G;27;2024;3;1;412;0
33049;105;G42;Video Papeleta;G;27;2024;3;1;412;0
33050;63;G21;Papeleta de Tránsito;G;31;2024;7;2;824;0
33051;122;G48;Papeleta de Tránsito;G;28;2024;4;1;412;0
33052;49;G14;Papeleta de Tránsito;G;25;2024;1;1;412;0
33053;118;G47;Papeleta de Tránsito;G;28;2024;4;1;412;0
33054;38;G10;Papeleta de Tránsito;G;26;2024;2;178;73336;1648
33055;118;G47;Papeleta de Tránsito;G;29;2024;5;1;412;0
33056;177;L05;Papeleta de Tránsito;L;25;2024;1;1;206;0
33057;182;M02;Papeleta de Tránsito;M;26;2024;2;23;59225;5150
33058;118;G47;Papeleta de Tránsito;G;31;2024;7;196;80752;9064
33059;139;G56;Papeleta de Tránsito;G;27;2024;3;1;412;0
33060;38;G10;Papeleta de Tránsito;G;26;2024;2;52;21424;824
33061;61;G19;Papeleta de Tránsito;G;27;2024;3;1;412;0
33062;117;G47;Papeleta Electrónica;G;30;2024;6;12;4944;0
33063;38;G10;Papeleta de Tránsito;G;25;2024;1;96;39552;0
33064;22;G02;Papeleta de Tránsito;G;31;2024;7;2;824;0
33065;81;G32;Papeleta de Tránsito;G;25;2024;1;1;412;0
33066;237;M40;Papeleta de Tránsito;M;29;2024;5;1;3107.5;0
33067;143;G57;Papeleta de Tránsito;G;27;2024;3;348;143376;20600
33068;42;G11;Papeleta de Tránsito;G;35;2024;11;203;83636;2884
33069;185;M05;Papeleta de Tránsito;M;26;2024;2;1;2575;0
33070;138;G56;Papeleta Electrónica;G;26;2024;2;2;824;0
33071;118;G47;Papeleta de Tránsito;G;31;2024;7;116;47792;23896
33072;232;M35;Papeleta de Tránsito;M;30;2024;6;1;618;0
33073;142;G57;Papeleta Electrónica;G;26;2024;2;13;5356;412
33074;237;M40;Papeleta de Tránsito;M;27;2024;3;1;307.5;0
33075;81;G32;Papeleta de Tránsito;G;26;2024;2;2;824;0
33076;139;G56;Papeleta de Tránsito;G;25;2024;1;8;3296;0
33077;237;M40;Papeleta de Tránsito;M;28;2024;4;1;307.5;0
33078;225;M27;Papeleta de Tránsito;M;27;2024;3;2;5150;0
33079;41;G11;Papeleta Electrónica;G;25;2024;1;3;1236;0
33080;184;M04;Papeleta de Tránsito;M;27;2024;3;1;5150;0
33081;180;L08;Papeleta de Tránsito;L;26;2024;2;26;5356;0
33082;170;L01;Papeleta de Tránsito;L;30;2024;6;9;1854;206
33083;117;G47;Papeleta Electrónica;G;26;2024;2;1;412;0
33084;9;B01;Papeleta inf. y educativa peatonal-cicli./cond.VMP;G;34;2024;10;3;115.89;0
33085;41;G11;Papeleta Electrónica;G;30;2024;6;3;1236;0
33086;176;L04;Papeleta de Tránsito;L;28;2024;4;1;206;0
33087;200;M16;Papeleta de Tránsito;M;29;2024;5;27;16686;0
33088;38;G10;Papeleta de Tránsito;G;25;2024;1;2;824;412
33089;183;M03;Papeleta de Tránsito;M;27;2024;3;97;249775;0
33090;169;L01;Papeleta Electrónica;L;25;2024;1;1;206;0
33091;212;M20b;Papeleta Electrónica;M;26;2024;2;1;1236;0
33092;72;G29;Papeleta Electrónica;G;32;2024;8;7;2884;0
33093;204;M17;Papeleta de Tránsito;M;25;2024;1;1;618;0
33094;55;G16;Papeleta de Tránsito;G;30;2024;6;1;412;0
33095;28;G06;Papeleta de Tránsito;G;27;2024;3;2;824;0
33096;210;M20a;Papeleta Electrónica;M;25;2024;1;4;3708;0
33097;178;L06;Papeleta de Tránsito;L;28;2024;4;2;412;0
33098;185;M05;Papeleta de Tránsito;M;30;2024;6;1;2575;0
33099;109;G43;Video Papeleta;G;26;2024;2;2;824;0
33100;184;M04;Papeleta de Tránsito;M;28;2024;4;8;41200;15450
33101;117;G47;Papeleta Electrónica;G;27;2024;3;2;824;412
33102;183;M03;Papeleta de Tránsito;M;25;2024;1;3;7725;0
33103;210;M20a;Papeleta Electrónica;M;25;2024;1;9;8343;0
33104;101;G41;Video Papeleta;G;30;2024;6;17;7004;412
33105;236;M39;Papeleta de Tránsito;M;29;2024;5;1;0;0
33106;146;G58;Papeleta de Tránsito;G;26;2024;2;1;412;0
33107;139;G56;Papeleta de Tránsito;G;26;2024;2;1;412;0
33108;212;M20b;Papeleta Electrónica;M;27;2024;3;2;2472;0
33109;117;G47;Papeleta Electrónica;G;25;2024;1;14;5768;824
33110;116;G46;Video Papeleta;G;26;2024;2;3;1236;0
33111;71;G28;Papeleta de Tránsito;G;32;2024;8;4;1648;0
33112;207;M18;Papeleta de Tránsito;M;25;2024;1;21;12978;618
33113;101;G41;Video Papeleta;G;32;2024;8;33;13596;2472
33114;81;G32;Papeleta de Tránsito;G;27;2024;3;1;412;0
33115;19;E3;Papeleta inf. y educativa peatonal-cicli./cond.VMP;L;32;2024;8;8;824;0
33116;41;G11;Papeleta Electrónica;G;25;2024;1;1;412;0
33117;212;M20b;Papeleta Electrónica;M;30;2024;6;5;6180;0
33118;49;G14;Papeleta de Tránsito;G;25;2024;1;2;824;0
33119;237;M40;Papeleta de Tránsito;M;30;2024;6;1;857.5;0
33120;226;M28;Papeleta de Tránsito;M;31;2024;7;10;6180;0
33121;118;G47;Papeleta de Tránsito;G;28;2024;4;1;412;0
33122;48;G14;Papeleta Electrónica;G;32;2024;8;40;16480;0
33123;118;G47;Papeleta de Tránsito;G;27;2024;3;11;4532;1648
33124;146;G58;Papeleta de Tránsito;G;30;2024;6;2;824;412
33125;170;L01;Papeleta de Tránsito;L;25;2024;1;3;618;0
33126;184;M04;Papeleta de Tránsito;M;30;2024;6;2;10300;0
33127;184;M04;Papeleta de Tránsito;M;29;2024;5;3;15450;5150
33128;73;G29;Papeleta de Tránsito;G;34;2024;10;131;53972;824
33129;58;G18a;Papeleta de Tránsito;G;28;2024;4;8;3296;0
33130;204;M17;Papeleta de Tránsito;M;27;2024;3;9;5562;0
33131;184;M04;Papeleta de Tránsito;M;29;2024;5;5;25750;5150
33132;237;M40;Papeleta de Tránsito;M;25;2024;1;2;1515;0
33133;226;M28;Papeleta de Tránsito;M;25;2024;1;1;618;0
33134;183;M03;Papeleta de Tránsito;M;30;2024;6;19;48925;0
33135;30;G07;Papeleta de Tránsito;G;27;2024;3;1;412;0
33136;183;M03;Papeleta de Tránsito;M;26;2024;2;1;2575;0
33137;22;G02;Papeleta de Tránsito;G;27;2024;3;1;412;0
33138;73;G29;Papeleta de Tránsito;G;29;2024;5;1;412;0
33139;210;M20a;Papeleta Electrónica;M;30;2024;6;1;927;0
33140;28;G06;Papeleta de Tránsito;G;30;2024;6;1;412;0
33141;32;G08;Papeleta de Tránsito;G;28;2024;4;4;1648;0
33142;89;G35;Papeleta de Tránsito;G;33;2024;9;1;412;0
33143;178;L06;Papeleta de Tránsito;L;29;2024;5;6;1236;0
33144;49;G14;Papeleta de Tránsito;G;33;2024;9;2;824;412
33145;116;G46;Video Papeleta;G;28;2024;4;3;1236;0
33146;29;G07;Papeleta Electrónica;G;27;2024;3;8;3296;0
33147;49;G14;Papeleta de Tránsito;G;27;2024;3;3;1236;0
33148;204;M17;Papeleta de Tránsito;M;29;2024;5;1;618;0
33149;202;M16;Video Papeleta;M;32;2024;8;2;1236;0
33150;200;M16;Papeleta de Tránsito;M;28;2024;4;2;1236;0
33151;184;M04;Papeleta de Tránsito;M;25;2024;1;3;15450;0
33152;139;G56;Papeleta de Tránsito;G;28;2024;4;22;9064;2472
33153;208;M19;Papeleta de Tránsito;M;32;2024;8;1;618;0
33154;139;G56;Papeleta de Tránsito;G;30;2024;6;2;824;0
33155;184;M04;Papeleta de Tránsito;M;31;2024;7;1;5150;0
33156;32;G08;Papeleta de Tránsito;G;29;2024;5;1;412;0
33157;143;G57;Papeleta de Tránsito;G;26;2024;2;1;412;0
33158;28;G06;Papeleta de Tránsito;G;29;2024;5;25;10300;0
33159;200;M16;Papeleta de Tránsito;M;28;2024;4;7;4326;0
33160;203;M17;Papeleta Electrónica;M;30;2024;6;1;618;0
33161;233;M36;Papeleta de Tránsito;M;25;2024;1;1;618;0
33162;183;M03;Papeleta de Tránsito;M;26;2024;2;31;79825;0
33163;116;G46;Video Papeleta;G;31;2024;7;1;412;0
33164;117;G47;Papeleta Electrónica;G;25;2024;1;1;412;0
33165;73;G29;Papeleta de Tránsito;G;26;2024;2;2;824;0
33166;176;L04;Papeleta de Tránsito;L;29;2024;5;1;206;206
33167;117;G47;Papeleta Electrónica;G;30;2024;6;2;824;0
33168;139;G56;Papeleta de Tránsito;G;27;2024;3;3;1236;0
33169;79;G31b;Papeleta de Tránsito;G;31;2024;7;2;824;0
33170;143;G57;Papeleta de Tránsito;G;25;2024;1;11;4532;412
33171;71;G28;Papeleta de Tránsito;G;25;2024;1;9;3708;1648
33172;78;G31a;Papeleta de Tránsito;G;28;2024;4;2;824;412
33173;102;G42;Papeleta Electrónica;G;35;2024;11;2;824;0
33174;78;G31a;Papeleta de Tránsito;G;27;2024;3;1;412;0
33175;184;M04;Papeleta de Tránsito;M;27;2024;3;2;10300;5150
33176;143;G57;Papeleta de Tránsito;G;27;2024;3;2;824;412
33177;117;G47;Papeleta Electrónica;G;28;2024;4;149;61388;0
33178;118;G47;Papeleta de Tránsito;G;26;2024;2;6;2472;824
33179;225;M27;Papeleta de Tránsito;M;27;2024;3;6;15450;0
33180;118;G47;Papeleta de Tránsito;G;27;2024;3;1;412;0
33181;232;M35;Papeleta de Tránsito;M;31;2024;7;2;1236;0
33182;49;G14;Papeleta de Tránsito;G;28;2024;4;5;2060;0
33183;22;G02;Papeleta de Tránsito;G;31;2024;7;30;12360;0
33184;61;G19;Papeleta de Tránsito;G;29;2024;5;3;1236;824
33185;42;G11;Papeleta de Tránsito;G;29;2024;5;43;17716;824
33186;41;G11;Papeleta Electrónica;G;25;2024;1;2;824;0
33187;204;M17;Papeleta de Tránsito;M;27;2024;3;95;58710;618
33188;55;G16;Papeleta de Tránsito;G;34;2024;10;2;824;0
33189;204;M17;Papeleta de Tránsito;M;30;2024;6;146;90228;1236
33190;207;M18;Papeleta de Tránsito;M;25;2024;1;6;3708;0
33191;179;L07;Papeleta de Tránsito;L;29;2024;5;2;412;206
33192;142;G57;Papeleta Electrónica;G;33;2024;9;1;412;0
33193;89;G35;Papeleta de Tránsito;G;27;2024;3;1;412;0
33194;143;G57;Papeleta de Tránsito;G;30;2024;6;2;824;0
33195;178;L06;Papeleta de Tránsito;L;29;2024;5;6;1236;0
33196;37;G10;Papeleta Electrónica;G;25;2024;1;1;412;412
33197;170;L01;Papeleta de Tránsito;L;28;2024;4;6;1236;412
33198;139;G56;Papeleta de Tránsito;G;28;2024;4;3;1236;0
33199;225;M27;Papeleta de Tránsito;M;28;2024;4;7;18025;0
33200;143;G57;Papeleta de Tránsito;G;29;2024;5;18;7416;2060
33201;204;M17;Papeleta de Tránsito;M;26;2024;2;1;618;0
33202;237;M40;Papeleta de Tránsito;M;27;2024;3;1;557.5;0
33203;128;G50;Papeleta de Tránsito;G;32;2024;8;1;412;0
33204;38;G10;Papeleta de Tránsito;G;28;2024;4;1;412;0
33205;177;L05;Papeleta de Tránsito;L;27;2024;3;1;206;0
33206;42;G11;Papeleta de Tránsito;G;26;2024;2;1;412;0
33207;22;G02;Papeleta de Tránsito;G;33;2024;9;1;412;0
33208;183;M03;Papeleta de Tránsito;M;29;2024;5;4;10300;0
33209;38;G10;Papeleta de Tránsito;G;33;2024;9;2;824;0
33210;222;M24;Papeleta de Tránsito;M;25;2024;1;1;618;0
33211;143;G57;Papeleta de Tránsito;G;27;2024;3;1;412;0
33212;183;M03;Papeleta de Tránsito;M;27;2024;3;1;2575;0
33213;71;G28;Papeleta de Tránsito;G;29;2024;5;3;1236;412
33214;204;M17;Papeleta de Tránsito;M;32;2024;8;3;1854;0
33215;178;L06;Papeleta de Tránsito;L;25;2024;1;1;206;0
33216;32;G08;Papeleta de Tránsito;G;26;2024;2;1;412;0
33217;177;L05;Papeleta de Tránsito;L;26;2024;2;4;824;0
33218;37;G10;Papeleta Electrónica;G;27;2024;3;2;824;0
33219;222;M24;Papeleta de Tránsito;M;26;2024;2;4;2472;0
33220;179;L07;Papeleta de Tránsito;L;25;2024;1;2;412;0
33221;154;G64;Papeleta de Tránsito;G;32;2024;8;1;412;0
33222;22;G02;Papeleta de Tránsito;G;33;2024;9;10;4120;412
33223;226;M28;Papeleta de Tránsito;M;30;2024;6;2;1236;0
33224;212;M20b;Papeleta Electrónica;M;25;2024;1;3;3708;0
33225;237;M40;Papeleta de Tránsito;M;28;2024;4;12;19502.5;0
33226;61;G19;Papeleta de Tránsito;G;31;2024;7;2;824;412
33227;214;M20c;Papeleta Electrónica;M;25;2024;1;1;2575;0
33228;170;L01;Papeleta de Tránsito;L;25;2024;1;2;412;412
33229;179;L07;Papeleta de Tránsito;L;33;2024;9;19;3914;1236
33230;221;M23;Papeleta de Tránsito;M;35;2024;11;1;618;0
33231;99;G41;Papeleta de Tránsito;G;27;2024;3;1;412;0
33232;225;M27;Papeleta de Tránsito;M;27;2024;3;1;2575;0
33233;177;L05;Papeleta de Tránsito;L;27;2024;3;5;1030;0
33234;81;G32;Papeleta de Tránsito;G;27;2024;3;1;412;0
33235;71;G28;Papeleta de Tránsito;G;27;2024;3;1;412;0
33236;22;G02;Papeleta de Tránsito;G;30;2024;6;1;412;412
33237;59;G18b;Papeleta de Tránsito;G;26;2024;2;1;412;0
33238;35;G09;Papeleta de Tránsito;G;28;2024;4;19;7828;0
33239;184;M04;Papeleta de Tránsito;M;30;2024;6;1;5150;5150
33240;176;L04;Papeleta de Tránsito;L;31;2024;7;466;95996;10918
33241;207;M18;Papeleta de Tránsito;M;30;2024;6;4;2472;1236
33242;149;G60;Papeleta de Tránsito;G;29;2024;5;39;16068;0
33243;143;G57;Papeleta de Tránsito;G;25;2024;1;262;107944;18540
33244;41;G11;Papeleta Electrónica;G;26;2024;2;3;1236;0
33245;170;L01;Papeleta de Tránsito;L;25;2024;1;3;618;206
33246;190;M08;Papeleta de Tránsito;M;27;2024;3;2;2472;0
33247;181;M01;Papeleta de Tránsito;M;27;2024;3;1;5150;0
33248;207;M18;Papeleta de Tránsito;M;29;2024;5;8;4944;0
33249;41;G11;Papeleta Electrónica;G;27;2024;3;1;412;0
33250;38;G10;Papeleta de Tránsito;G;28;2024;4;95;39140;5768
33251;95;G40;Papeleta de Tránsito;G;33;2024;9;1;412;0
33252;176;L04;Papeleta de Tránsito;L;29;2024;5;11;2266;0
33253;178;L06;Papeleta de Tránsito;L;28;2024;4;4;824;0
33254;143;G57;Papeleta de Tránsito;G;31;2024;7;5;2060;412
33255;176;L04;Papeleta de Tránsito;L;29;2024;5;1;206;206
33256;181;M01;Papeleta de Tránsito;M;25;2024;1;1;5150;0
33257;139;G56;Papeleta de Tránsito;G;26;2024;2;1;412;0
33258;71;G28;Papeleta de Tránsito;G;27;2024;3;1;412;0
33259;38;G10;Papeleta de Tránsito;G;28;2024;4;16;6592;0
33260;184;M04;Papeleta de Tránsito;M;27;2024;3;7;36050;5150
33261;176;L04;Papeleta de Tránsito;L;30;2024;6;1;206;0
33262;97;G40;Video Papeleta;G;29;2024;5;293;120716;16480
33263;61;G19;Papeleta de Tránsito;G;29;2024;5;1;412;0
33264;182;M02;Papeleta de Tránsito;M;27;2024;3;1;2575;0
33265;208;M19;Papeleta de Tránsito;M;33;2024;9;4;2472;0
33266;184;M04;Papeleta de Tránsito;M;30;2024;6;1;5150;0
33267;76;G30;Papeleta de Tránsito;G;29;2024;5;1;412;0
33268;207;M18;Papeleta de Tránsito;M;29;2024;5;1;618;0
33269;71;G28;Papeleta de Tránsito;G;28;2024;4;29;11948;412
33270;176;L04;Papeleta de Tránsito;L;31;2024;7;1;206;206
33271;178;L06;Papeleta de Tránsito;L;30;2024;6;1;206;0
33272;179;L07;Papeleta de Tránsito;L;26;2024;2;2;412;0
33273;139;G56;Papeleta de Tránsito;G;25;2024;1;19;7828;2060
33274;30;G07;Papeleta de Tránsito;G;30;2024;6;3;1236;412
33275;25;G04;Papeleta de Tránsito;G;30;2024;6;1;412;0
33276;61;G19;Papeleta de Tránsito;G;28;2024;4;3;1236;412
33277;148;G59;Papeleta de Tránsito;G;27;2024;3;1;412;0
33278;179;L07;Papeleta de Tránsito;L;29;2024;5;1;206;206
33279;41;G11;Papeleta Electrónica;G;25;2024;1;25;10300;0
33280;143;G57;Papeleta de Tránsito;G;28;2024;4;1;412;0
33281;63;G21;Papeleta de Tránsito;G;31;2024;7;5;2060;0
33282;146;G58;Papeleta de Tránsito;G;25;2024;1;2;824;0
33283;183;M03;Papeleta de Tránsito;M;29;2024;5;87;224025;0
33284;176;L04;Papeleta de Tránsito;L;26;2024;2;2;412;206
33285;57;G17;Papeleta de Tránsito;G;27;2024;3;2;824;0
33286;170;L01;Papeleta de Tránsito;L;26;2024;2;3;618;0
33287;179;L07;Papeleta de Tránsito;L;29;2024;5;15;3090;618
33288;212;M20b;Papeleta Electrónica;M;25;2024;1;1;1236;0
33289;102;G42;Papeleta Electrónica;G;35;2024;11;1;412;0
33290;71;G28;Papeleta de Tránsito;G;25;2024;1;64;26368;1648
33291;118;G47;Papeleta de Tránsito;G;28;2024;4;5;2060;1648
33292;207;M18;Papeleta de Tránsito;M;30;2024;6;6;3708;0
33293;210;M20a;Papeleta Electrónica;M;28;2024;4;3;2781;0
33294;177;L05;Papeleta de Tránsito;L;32;2024;8;410;84460;1236
33295;60;G19;Papeleta Electrónica;G;27;2024;3;3;1236;412
33296;90;G36;Papeleta de Tránsito;G;32;2024;8;1;412;0
33297;177;L05;Papeleta de Tránsito;L;32;2024;8;1;206;0
33298;182;M02;Papeleta de Tránsito;M;26;2024;2;1;2575;0
33299;210;M20a;Papeleta Electrónica;M;26;2024;2;18;16686;0
33300;139;G56;Papeleta de Tránsito;G;25;2024;1;1;412;412
33301;28;G06;Papeleta de Tránsito;G;29;2024;5;1;412;0
33302;85;G33;Papeleta de Tránsito;G;25;2024;1;14;5768;0
33303;78;G31a;Papeleta de Tránsito;G;25;2024;1;1;412;0
33304;177;L05;Papeleta de Tránsito;L;29;2024;5;1;206;0
33305;61;G19;Papeleta de Tránsito;G;27;2024;3;1;412;412
33306;170;L01;Papeleta de Tránsito;L;28;2024;4;43;8858;824
33307;179;L07;Papeleta de Tránsito;L;28;2024;4;2;412;412
